Sample	CSM5FZ4A	CSM5FZ4E	CSM5FZ4G	CSM5FZ4K	CSM5MCTZ	CSM5MCU8	CSM5MCUA	CSM5MCUC	CSM5MCUE	CSM5MCUG	CSM5MCUK	CSM5MCUQ	CSM5MCUS	CSM5MCUW	CSM5MCUY	CSM5MCWM	CSM5MCXB	CSM5MCYI	CSM5MCYM	CSM5MCYO	CSM5MCYQ	CSM5MCYU	CSM67U9H	CSM67U9P	CSM67U9R	CSM67U9T	CSM67UEP	CSM67UET	CSM67UEW	CSM67UF1	CSM6J2H9	CSM79HGD	CSM79HGF	CSM79HGH	CSM79HGJ	CSM79HGL	CSM79HGN	CSM79HGR	CSM79HGV	CSM79HM5	CSM79HM9	CSM79HNG	CSM79HPM	CSM79HPQ	CSM79HQR	CSM79HQT	CSM7CZ2F	CSM7KOMR	CSM7KOMV	CSM7KONS	CSM7KONW	CSM7KONY	CSM7KOQ5	CSM7KOU7	CSM7KOUJ	ESM5GEYU	ESM5GEZ1	ESM5GEZ3	ESM5GEZ4	ESM5GEZ6	ESM5GEZA	ESM5ME9H	ESM5MEA7	ESM5MEA9	ESM5MEAB	ESM5MEBP	ESM5MEC7	ESM5MEEJ	HSM5MD43	HSM5MD44	HSM5MD47	HSM5MD57	HSM5MD59	HSM5MD5B	HSM5MD5D	HSM5MD5F	HSM5MD5Z	HSM5MD6E	HSM5MD6I	HSM5MD6K	HSM5MD6O	HSM5MD6S	HSM5MD6U	HSM5MD82	HSM5MD87	HSM5MD8A	HSM5MD8B	HSM5MD8D	HSM5MD8H	HSM5MD8L	HSM5MD8N	HSM5MD8P	HSM67VDR	HSM67VDT	HSM67VDX	HSM67VFX	HSM67VG2	HSM67VG6	HSM67VGA	HSM67VGE	HSM67VGI	HSM6XRQC	HSM6XRSX	HSM6XRSZ	HSM6XRT2	HSM6XRT4	HSM6XRT6	HSM6XRTA	HSM6XRTC	HSM6XRTE	HSM6XRTG	HSM7CYYR	HSM7CYYV	HSM7CYYZ	HSM7CZ1T	HSM7CZ2J	HSM7CZ2L	HSM7CZ2X	HSM7J4JT	HSM7J4JV	HSMA33J1	HSMA33P2	MSM5LLFK	MSM5LLFM	MSM5LLFO	MSM5LLFU	MSM5LLHV	MSM6J2JF	MSM6J2JH	MSM6J2M3	MSM6J2N6	MSM6J2PQ	MSM79H52	MSM79H8J	MSM79H94	MSM79H9U	MSM79HCN	MSM79HD6	MSM79HD8	MSM79HF1	MSM9VZFJ	MSM9VZJF	MSM9VZMQ	MSM9VZN4	MSM9VZNV	PSM6XBSE	PSM6XBSG	PSM6XBTZ	PSM7J19X	PSM7J1C2
C3032__NODE_1878_length_7028_cov_30.489029__7028__resorcinol__ANTISMASH__0_7028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1269.08326027399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107.986499662874	20.7622646012995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3032__NODE_1567_length_8319_cov_7.793078__8319__bacteriocin__ANTISMASH__0_8319	17.8120423839747	22.2442465617265	18.9597316961631	8.9072664728609	12.6586730250167	0	0	51.4191749044713	0	11.5647177074444	13.0083812108108	13.7569329806025	22.9969835366744	0	23.0901235147724	0	44.2823570691837	0	24.8598264671516	46.3355966753147	75.2057952395517	0	0	0	0	21.1769343488854	0	0	45.1444623966305	34.5868955890277	10.5341554190621	0	39.5858625828804	0	0	0	0	0	0	0	27.601817766982	0	0	0	0	118.449926067243	149.763814153818	92.315445110354	76.3124293706346	0	0	0	57.6743636985868	51.943537322746	0	0	0	0	49.7297266705195	20.1143560577267	31.7935062639459	8.8849936397127	0	0	0	0	0	16.2281519781363	20.7150184901784	0	0	32.6730111034127	36.068238253702	48.5337663279058	51.7063885355318	40.9970903266101	0	22.7066744173519	24.358390856532	28.6952162794273	0	0	33.1364458530231	41.901012910741	47.4958030893834	0	48.6083500276229	109.952220398888	48.2113121008211	35.258255003066	15.2192468865665	47.1544820546777	0	23.8303859880588	65.7863330542667	48.1424613659372	0	78.0919492616611	71.026216417495	36.6339401897752	61.5790913788407	0	30.7045266635612	129.64444118461	38.2965010620184	60.4975272190054	77.564865028662	98.9535113635774	95.4779483795026	62.3449458498966	57.9034414915363	0	135.466324849645	40.1450420373899	45.1150318933915	0	71.727667810677	0	64.0475925475197	0	125.648322704955	0	0	0	0	0	0	26.0355081906056	58.8676183197745	22.7465208179757	0	62.5302214332303	0	41.5533957038797	0	0	0	30.6411357419919	0	59.2282616305796	0	0	65.6322629745387	0	0	32.2508767762816	0	54.4909483331944	0	0
C3031__NODE_121_length_20525_cov_61.8349__20525__resorcinol__ANTISMASH__0_20525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.54048543216696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.1361421259383	0	0	0	0	0	0	0	0	0	0	0	0	2.25441207421109	0	0	0	0	0	0	0	0	0	0	0	105.322724679801	62.0303212638249	46.2109527352302	69.9453051573268	41.175672327909	0	0	0	0	0	0	1.51974054775617	0	0	98.9735399473442	0	0	0	0	0	0	18.0212819472808	0	0	66.2059827499343	34.6742156864636	36.9468128054077	0	0	0	36.0614278611801	94.8320671125272	116.190055091404	118.887604330203	86.7194043403104	51.3522733388569	0	0	0	0	0	0	0	0	21.401288694923	27.3529069604724	0	0	0	0	4.68698306337067	0	0	0	0	0	0	0	0	0	2.88899263938376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3027__NODE_610_length_10366_cov_7.30938__10366__lantipeptide__ANTISMASH__0_10366	0	2.34115891074396	14.7412289883413	2.912427818879	0	123.481409331417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.02716197916224	0	0	14.3303822831517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106.822879101779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.0967809538592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.3730823324939	0	6.73137296848842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3022__NODE_98_length_77865_cov_77.4191__47858__arylpolyene__ANTISMASH__19344_67202	0	4.24831184955819	2.26404268438494	3.51547843924805	0.366835223979815	0	0	0	0	1.46624146727121	1.57100861561359	1.70211346431472	1.2808973752928	2.0675620805692	1.12685773799599	0.893944090787235	0.922448366766931	0	0	0	0	0	0	0	0	0	0	0	0	0	2.35058704950447	0	0	0	0	0	0	10.8096524790465	4.7975518888966	0	0	0	0	0	0	0	4.92058299871038	0	0	0	0	0	0	9.00501107728049	0	0	0	0	0	0	0	0	0	0	0	0	1.20068035419088	0	0	0	0	5.26534051174561	1.01834128824357	1.26149325214794	2.45963693198319	0.793569352520932	11.223070575973	0	3.37511162605125	4.88294681362065	8.28353259774962	3.90501144929969	15.7715554845192	6.14378731779978	0	3.62705370069653	1.6139190066896	0.789169731733979	0	0.658473887642303	5.67580819273517	1.20875405667896	0	3.63313938353973	3.94291187670357	2.67953761349514	5.78517344277852	6.60144667071066	4.88437455519151	0.640219072155457	4.53321879543548	0	1.25251246600848	7.8334626779269	3.3851461101203	7.67550224781999	0	1.41558202191583	1.65626538834343	5.86702737695025	1.48860848563409	5.35788627216598	2.69386598332375	1.36949289002533	4.68677269475532	8.59632471081511	1.76570425287929	0	0	0	1.44011965471114	0	0	0	0	0	19.4469915825662	0	0	1.25549695204097	0	0	0.893584946512662	2.29272276993861	0	0	0	3.4432053637659	0.430565875640393	1.12355433506834	0	0	4.1729841220113	0	0	0.746121783007062	0	0.959553138268063	0	0
C3022__NODE_599_length_28101_cov_7.88173__24706__terpene__ANTISMASH__3395_28101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169.205055345983	2.28337834300025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3022__NODE_267_length_46716_cov_15.9603__30281__lantipeptide__ANTISMASH__16435_46716	0	4.5562148881309	6.68376943057618	5.78939569238845	2.27860706669156	0	0	0	0	2.43980146025619	4.86446911648097	4.14420383798134	4.38854762051418	3.71330154717032	3.92364800591874	3.67577869216613	0.50238291221177	0	0	0	0	0	0	0	0	0	0	0	0	0	12.2371676727555	0	0	0	0	0	0	5.4980478486847	4.33885863267602	0	0	10.3199926728397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.8241551251912	0	0	0	8.42191901749481	7.632068643038	12.3961810817304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.17966262407462	0	0	0	0	0	0	0	0	0	0	0	0.884881758673807	12.09784322858	0	5.22052384024033	1.08717384316082	0	0	0	0	0	0	0	0	0	0	0	3.11985976008474	0	0
C3022__NODE_20_length_144830_cov_158.126__41544__arylpolyene__ANTISMASH__103286_144830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61.5430070119168	55.6662031122374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3022__NODE_1143_length_16972_cov_13.8822__16972__microcin__ANTISMASH__0_16972	0	0	0	0	0	0	0	0	0	0	0	0	221.176362374277	209.550730258016	3.55488576143848	0	11.3686854697722	5.88414596833508	10.4638365960778	805.768957694892	6.08938991910596	0	2.6023857687536	0	0	0	12.1096358046417	0	11.9248523547849	8.89544239253326	5.50699119379326	0	0	0	0	0	0	4.13384464763479	439.53586333084	0	2.94430178502675	7.49881980870291	0	0	0	7.19407508341609	0	0	5.08132770186192	0	0	0	0	0	0	0	404.093437292344	692.994255363621	3.64602834705516	7.73775900706642	4.12667833814212	0	0	987.044884790726	0	0	6.10834413182852	0	0	0	0	0	7.73093029843068	479.196221979458	0	0	0	0	0	0	0	0	0	0	0	3.08848911469893	0	0	0	0	0	0	6.55140021158098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.91493525040742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	840.648185025992	3.63109331666512	6.10463437490031	0	0	5.51613246087231	0	0	4.77776759324376	0	0	0	0	0	3.52532905761064	0	0	3.65399439793287	0	3.36934561854251	5.23514691539715	0	13.5359972316777	0	0	0	0
C3022__NODE_1045_length_18490_cov_8.18205__18490__ladderane__ANTISMASH__0_18490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.2850352400919	8.6732352689783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3022__NODE_1_length_361945_cov_17.4608__47686__arylpolyene__ANTISMASH__48835_96521	0	0	0	0	0	0	0	0	0	0	0	14.5375916378608	8.43998170670122	7.85588666238591	10.0171367362195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.33466919472838	5.03125435298176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.305960045929312	0	4.15743848405687	0	0	0	0	0	0	0	0	0
C3017__NODE_742_length_38583_cov_142.623__25546__nrps__ANTISMASH__13037_38583	0	0	0	0	0	0.853456067386233	0	0.695768491928455	0	0	0	0.397830348238416	0	0.543653264132831	0	0	0	0	0	0	0	0	0	0	0	0.448453818215773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.85638658845385	1.03113444020902	0.565237224745883	0	0	0	1.61060017995761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.428583882282581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.830306922579168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.2650741150509	0
C3017__NODE_7099_length_6050_cov_963.044__6050__lantipeptide__ANTISMASH__0_6050	0	0	2.73072305839265	0	0	1.68471757478314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9074.86491569987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.92717338478878	0	0	25.933559961122	0	0	0	2.11159095032349	0	0	0	0	0	1.36935682790079	0	0	0	0	0	0	0	0	0	0	0	0	0	1.53151748247993	0	0	0	0	0	0	0	0	7.75200308028943	0	0	0	0	0	0	0	0	6.86504442734176	0	1.57866313021543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5055.6492007719	0	0	0	7.47725853500544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3017__NODE_6334_length_6785_cov_30.923__6785__resorcinol__ANTISMASH__0_6785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.05688482164036	0	0	0	0.632783856951949	0	0	0	0	0	0	0	0
C3017__NODE_6131_length_7013_cov_353.034__7013__lantipeptide__ANTISMASH__0_7013	0	0	0	0	0	104.462633219953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.75887897265569	0	0	2.69084689362735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.8840116858862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.33608315046175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.0166623925558	0	2.46735424488368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3017__NODE_5863_length_7349_cov_16.1525__7349__lantipeptide__ANTISMASH__0_7349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.1268709246555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	899.877143349992	0
C3017__NODE_4652_length_9203_cov_427.059__9203__resorcinol__ANTISMASH__0_9203	22.9841805271693	0	0	0	0	6.93676875053807	21.2229568529757	22.7826769767192	9.61197928153546	0	0	0	0	0	0	0	0	0	0	1.64452898414044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44050358016882	0	5.14182759228591	0	0	0	12.008048987847	0	0	0	0	0	0	0	0	0	60.5915385411671	0	0	0	0	0	0	0	0	0	0	0	0	0	7.23237579622657	0	0	0	0	0	0	0	0	0	0	0	0	0.903032286652004	0.794534822432753	0	11.7022535587739	0	0	0	0	0	0	0	0	0	22.6555802316792	0	0	0	0	0.727220452573083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.2035979792746	0	0	0	0	0	0	1.18345478699782	0	9.72390453519537	6.88549502706264	8.2617800072964	0	1.41529106473027	0.764096544901883	0.511705311428171	0	0	17.148955307633	0	0	0	0	0	0	11.0347102753518	0	0.64266332115699	9.95891818932585	0	29.0658471725495	0	0	1.05652236084341	0	0
C3017__NODE_222_length_69104_cov_75.1665__31478__lantipeptide__ANTISMASH__37626_69104	0	7.8340527385486	11.2887074874692	10.2041928579558	0	0	0	0	0	1.78436449084986	3.55803319630181	2.09900017870172	2.02059531801034	1.76867096335451	1.8549503804424	6.07433371671839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.05610948304115	0	0	0	0	0	0	2.84254565202386	2.28722212423006	0	0	18.6237628734077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.97337746011977	3.58699356184929	6.43168309133141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.68882874085955	0	0	0	0	0	0	0	0	0	0	0	0	5.67778734649555	0	2.7407569408758	0.584957084784984	0	0	0	0	0	0	0	0	0	0	0	1.93263684710205	0	0
C3017__NODE_105_length_92488_cov_13.3445__39059__lantipeptide__ANTISMASH__9065_48124	0	0.458642172997588	2.01584501508907	0	0	0	0	0	0	0	0	1.26238048180368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.50777974337816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38905905599895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.70067602169732	1.33056576580594	0	2.60711636375141	4.37798537009338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.878438496605466	1.59261149544986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.75077579759743	0	0	0	0	0	0	0	0	0	1.76352217978946	0	0	0	0	0	0	0	0	1.32837392675853	0
C3013__NODE_66_length_96589_cov_14.839155__36216__arylpolyene__ANTISMASH__60373_96589	0	0	0	0	2.01457920864148	0	0	0	0	1.44638243426997	1.71251191262586	0	0	0	0	0	0	0	0	0	0	2.2325602330982	1.03042087041931	0	1.81490637231848	0	0	0	0	0	0	0.845524772797826	1.22959979092414	1.42202905670985	0	0	0.849354831340953	0	0	0	0	0	1.37033699871216	1.5760224485665	0	0	0	0	0	1.80882210581207	0.448881407857731	0.984763147326837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.3088840477506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.19818208173842	0	0	0	0	0	0
C3013__NODE_4621_length_5728_cov_3.780187__5728__arylpolyene__ANTISMASH__0_5728	0	0	0	0	0	0	0	0	0	0	0	4.42431119720426	33.0375531584122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63.6361326968274	184.285245669288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2042.24498435994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.5427407684771	0	0	0	32.7223249198321	0	0	33.4047449295616	14.948921979841	0	0	0	0	0	0	42.4849630609729	55.7405804962827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68.4051251111244	0	0	0	0	0	0	40.8500826317501	0	0	0	0	0	39.1670603407428	0	0	0	0	0	23.3871780720397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3013__NODE_430_length_42457_cov_9.151903__22529__bacteriocin__ANTISMASH__19928_42457	0	0	0	0	0	0	0	0	0	0	0	0.686466125136202	0	0	0	0	0	0	0	0	0	0	0	2.07743817113352	0	0	0	0	0	0	0	3.22936376308883	4.0660207396998	2.59472941238128	0	0	0	0	0	0	0	0	0	0.685976199320277	0	0	0.744364504091904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.501918156552759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.375752727442775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3013__NODE_3663_length_7380_cov_6.471263__7380__other__ANTISMASH__0_7380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5803.00216384498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3013__NODE_1272_length_20036_cov_39.660027__20036__lantipeptide__ANTISMASH__0_20036	1.06899183881011	3.38211653548978	13.9482739844077	10.098629071174	0.741091042434231	0	0	0.545326697178022	0.544575192578813	1.67735979609029	1.56768255558238	1.46851864267638	4.44851600414381	0	0	3.57292458657648	0	0	2.39479688982891	3.99156316095609	0	7.33466746778261	4.28569051275407	0	0	0	0	0	5.6791948071629	1.19285093862973	2.6959390164411	4.69011858990254	11.4678955813678	4.57517067618656	0	0	0	1.58430091832925	3.50404872320705	0	0.554949258348009	0	0	3.58117266292682	18.1338300972452	0	0	0	0	3.4672699936579	5.90774953741726	0	0	2.44641658530185	0	0	0	0	0	0	0	0	0	0	0	0	2.48515545727808	0	8.77370153876885	0	0	0	4.38109435868932	4.0932424971489	0	0	0	5.73077072628495	14.5551111217591	13.3337787296262	0	0	0	0	18.2397132800298	0	0	0	8.84029878124475	0	0	0	0	1.82265982710414	0	0	0	0	0	1.46137791897118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.54301878937408	0	0	2.56919527947461	0	7.04149918638566	0	0	0	0	0	0	2.90464714913522	0	0	0	0	1.52757601879613	0	0	0	0	0	0	2.7983139827807	3.98616079309834	0.562564031015747	1.29808172550032	3.42106485797412	0	0	0	0	0
C3011__NODE_763_length_35976_cov_121.519390__20340__bacteriocin__ANTISMASH__15636_35976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.2853451457745	12.3247054146418	4.32070288481213	6.24059414446158	7.70983009907749	0	0	0	0	0	8.16661924927358	17.9814209718608	2.32734325956227	6.99744450786838	0	0	0	0	0	0	0	0	0	0	11.0586405931825	0	0	0	0	5.61598655426991	0	12.224075336268	3.22135745750794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3011__NODE_5387_length_7261_cov_6.278240__7261__nrps__ANTISMASH__0_7261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9616.443030076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3011__NODE_5128_length_7588_cov_13.408469__7588__lantipeptide__ANTISMASH__0_7588	0	0	0	0	0	10.5353310346132	0	0	0	0	0	0	0	0	0	0	2859.06858607592	0	9.98947577524686	15.6762965466368	4744.76210589117	0	0	0	0	0	0	0	6587.88587475242	3.53105939729966	0	0	0	0	0	0	0	0	0	0	0.702849722612439	0	0	0	0	8.85835039301929	0	7.48371823157707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1517598557294	0	0	14.0702650598021	0	0	0	0	0	38.2898177976381	0	0	0	0	0	0	0	0	0	0	2.27849789773252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3642.41456124862	0	0	0	74.3578232223209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3011__NODE_4633_length_8349_cov_4.692187__8349__other__ANTISMASH__0_8349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.371657265967317	0	0	0	0	0	0	1.35880771134736	1.70811956443949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.01210694552785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.49551084424679	0.42742764832326	0	0	0	0	0.731804182469089	0	0
