Sample	CSM5FZ3N	CSM5FZ3R	CSM5FZ3T	CSM5FZ3V	CSM5FZ3X	CSM5FZ3Z	CSM5FZ42	CSM5FZ44	CSM5FZ46	CSM5FZ4C	CSM5LLGB	CSM5MCU4	CSM5MCV1	CSM5MCV5	CSM5MCVB	CSM5MCVD	CSM5MCVF	CSM5MCVJ	CSM5MCVV	CSM5MCVZ	CSM5MCW4	CSM5MCWA	CSM5MCWI	CSM5MCWK	CSM5MCXF	CSM5MCXX	CSM5MCXZ	CSM5YRY7	CSM67U9V	CSM67U9X	CSM67UAI	CSM67UB5	CSM67UB7	CSM67UB9	CSM67UCU	CSM6J2H9	CSM79HG7	CSM79HGR	CSM79HGV	CSM79HH2	CSM79HHW	CSM79HJ2	CSM79HJ4	CSM79HJ6	CSM79HJ8	CSM79HJC	CSM79HJI	CSM79HNY	CSM7CZ2F	CSM7KOKH	CSM7KOKL	CSM7KOKP	CSM7KOQP	CSM7KOQZ	CSM7KOR4	CSM7KOR8	ESM5GEYU	ESM5GEYW	ESM5GEYX	ESM5GEYY	ESM5GEZ1	ESM5GEZ3	ESM5ME9D	ESM5ME9G	ESM5ME9H	ESM5MEB9	ESM5MEBA	ESM5MEBP	ESM5MEDP	ESM5MEDZ	ESM5MEE2	ESM5MEE6	ESM718U9	ESM7F5AE	HSM5FZBP	HSM5FZBQ	HSM5FZBR	HSM5FZC2	HSM5MD3L	HSM5MD49	HSM5MD4A	HSM5MD4B	HSM5MD4P	HSM5MD4U	HSM5MD4W	HSM5MD57	HSM5MD59	HSM5MD5B	HSM5MD5D	HSM5MD5F	HSM5MD5H	HSM5MD5K	HSM5MD5X	HSM5MD5Z	HSM5MD6E	HSM5MD6I	HSM5MD6K	HSM5MD6O	HSM5MD6S	HSM5MD6U	HSM5MD7W	HSM5MD7Z	HSM5MD82	HSM5MD8A	HSM5MD8B	HSM5MD8D	HSM5MD8F	HSM5MD8H	HSM5MD8J	HSM5MD8L	HSM5MD8N	HSM5MD8P	HSM5MEE5	HSM67VCX	HSM67VDR	HSM67VDT	HSM67VDX	HSM67VFX	HSM67VG2	HSM67VG6	HSM67VGA	HSM67VGE	HSM67VGI	HSM67VIJ	HSM6XRQB	HSM6XRQC	HSM6XRSX	HSM6XRSZ	HSM6XRT2	HSM6XRT4	HSM6XRT6	HSM6XRTA	HSM6XRTC	HSM6XRTE	HSM6XRTG	HSM7CYWS	HSM7CYYR	HSM7CYYV	HSM7CYYZ	HSM7CZ2J	HSM7CZ2L	HSM7CZ2V	HSM7J4JW	HSM7J4Q3	HSMA33J1	HSMA33NG	MSM5FZ9N	MSM5FZ9Q	MSM5FZ9V	MSM5FZ9X	MSM5FZA2	MSM5LLD6	MSM5LLE3	MSM5LLE9	MSM5LLF2	MSM5LLFG	MSM5LLGD	MSM5LLGF	MSM5LLGH	MSM5LLGJ	MSM5LLGN	MSM5LLGR	MSM5LLH2	MSM5LLH4	MSM5LLH8	MSM5LLHA	MSM5LLHE	MSM5LLHG	MSM5LLHI	MSM5LLHO	MSM5LLHQ	MSM5LLHR	MSM5LLHX	MSM5LLI2	MSM5LLI4	MSM5LLI6	MSM5LLI8	MSM5LLIC	MSM5LLIE	MSM5LLIG	MSM5LLII	MSM5LLIK	MSM5LLIM	MSM5LLIS	MSM5ZOJY	MSM633FF	MSM6J2JF	MSM6J2JH	MSM6J2M3	MSM6J2PQ	MSM6J2RG	MSM79H52	MSM79H8J	MSM79H94	MSM79HBX	MSM79HCN	MSM9VZFJ	MSM9VZJJ	MSM9VZLX	MSM9VZM4	MSM9VZMQ	PSM6XBQM	PSM6XBRK	PSM6XBRM	PSM6XBS2	PSM6XBS4	PSM6XBS6	PSM6XBSC	PSM6XBTF	PSM6XBTH	PSM6XBTJ	PSM6XBTN	PSM6XBTZ	PSM6XBVY	PSM7J13U	PSM7J13Y	PSM7J143	PSM7J149	PSM7J19X	PSM7J1B3	PSM7J1BN	PSM7J1CK	PSM7J1CS	PSMA2651
V1.UC58.0__NODE_7831_length_5607_cov_2.75648__5607__arylpolyene__ANTISMASH__0_5607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.971081602495956	1.33872409853947	0	2.858694293998	0	2.98805723340138	0	0	1.42983737755548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.91484473693029	0.505111237818035	0	0	1.03724626278026	0	0	0	0	0	0	0	0	0	1.21934989324349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.84236294466756	0	1.04259949612371	0	0	0	0	2.22551432069361	0	0	0	0	0	1.33831620861783	0	0	0	0	0	0	0	1.83485233643334	2.33323746582953	0	0	0	0	0	0	3.29683599993681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.53159275980248	0	0	0	2.06512172084129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.75114751936045	10.6353118393603	2.33327153898535	0	0	0	0	0	0	0	1.16229257921257	0	0	0	0	0	0	0	0	0	0.71130505605684	4.72051029204444	0	0	1.39804403403161	0.619983478677766	0.554972213589309	0	0	1.53040643432507	0.880343261953797	0	0	2.93389430187797	0	0.707345293299654	4.52431905932628	0	0	0	0	0	0	0	0.424335083404901	1.13654746579283	1.55341150517471	0	1.03470691835617	0	0	0	0	0	0	0	3.36130821591399
V1.UC58.0__NODE_3069_length_11685_cov_4.12717__11685__arylpolyene__ANTISMASH__0_11685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.946020508212092	0	0	0	0	0	0	0.197531089550969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.UC57.0__NODE_95_length_60198_cov_8.44494__26163__nrps__ANTISMASH__0_26163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.82537929161024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.UC57.0__NODE_526_length_30686_cov_3.98273__27496__nrps__ANTISMASH__3190_30686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.78078582294569	0	0	0	0	0	0	0	0	1.01228371240189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.920104331053346	0	0	0	0.755032815972324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.UC56.0__NODE_114_length_75044_cov_5.5023__49091__nrps__ANTISMASH__25953_75044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.87038161374317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.05923507552742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.21475213804502	0.409799101312956	0.67468921854455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.51171560313774	1.29710626945254	1.98628807013691	0	0	0	0	0	0	0	0	0	0	18.7744326296789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.45216455586351	0	0	0.353270376892918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.851293572361283
V1.UC55.4__NODE_8369_length_6083_cov_2.46251__6083__other__ANTISMASH__0_6083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.12593118261936	0	0	0	0	0	0	0	0	0.845013006442413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.90761821518272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.423310130482567	0	0	0.642227254634473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.UC55.4__NODE_1536_length_32221_cov_5.91283__32221__nrps__ANTISMASH__0_32221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6490907761782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.UC55.0__NODE_3541_length_13591_cov_33.0346__13591__bacteriocin__ANTISMASH__0_13591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.553810831650543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.503567850968686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.351702182251083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.406026030884372	0	0	0	0	0	0	0.456373371648476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.UC55.0__NODE_2040_length_22357_cov_40.4648__22357__lantipeptide__ANTISMASH__0_22357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.52437221192374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.691733048496023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.UC55.0__NODE_187_length_98541_cov_9.14563__47600__nrps-ladderane__ANTISMASH__0_47600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.997338896949251	4.89763389435738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.UC55.0__NODE_1631_length_26730_cov_13.1098__24132__lantipeptide__ANTISMASH__2598_26730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.577780050718773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.897914746434192	0	0	0	0	1.50274996499897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.UC54.0__NODE_776_length_46907_cov_48.022__34081__nrps__ANTISMASH__0_34081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.979664481982853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.729606213018953	0	0	0	0	0	0	0	0	0	0	0.948135929542716	0	0	1.31103232325152	0	0	0	0	0	0	0	0	0	2.8864266704574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98709703990144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.UC54.0__NODE_4006_length_13892_cov_9.18819__13892__nrps__ANTISMASH__0_13892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.649411463801753	0	0	0	0	0	0	1.29252084383275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.550958821991434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.03123648232869	0	0	0	0	0	0	0	0	0	0	0	0	0	0.70758498995918	0	0	0	0	0	0	0	0	0	0	0	0	0	4.38076009163358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30475396215268	0	0	0	0	0	0	0	0	0	3.69864093548208	0	3.59137086172188	23.8629779487948	0	14.9038806379998	6.88872057616536	11.0736535707059	0	5.53616331242594	0	0	0	0	0	0	0	0	0	5.09082953261148	0	0
V1.UC54.0__NODE_299_length_76432_cov_12.8158__43848__other__ANTISMASH__32584_76432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.33533664397678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.UC53.4__NODE_903_length_22152_cov_3.94669__22152__arylpolyene__ANTISMASH__0_22152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.75510962892987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13981402944402	0	0	0	0	0	0	0	0	0	0	0	0	0	4.11018780032478	2.96126315810103	2.04971036653174	0	0	0	0	0	0	0	0	0	0	2.95796820414241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14513326470046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01922148580396	0	1.08191381453067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.37867587600544	1.77282861182606	2.62214075189309	2.48243439369674	0	0	0	0	0.832293438817482	0	0	0.891321603093493	0	0.863365103033805	0.448220753141194	0	0	0	0	0	0	2.62814156046816	0	0	0	0	0	0	0	0	1.1318032618076	0	0	0	0	0	0	0	0	0	4.06981044511055	2.13488145362973	1.07542450975374	2.66139299029141	0	2.16877140066351	1.39781547764425	1.26574161916752	0	1.43253839856907	0	0	5.95106293221652	2.71699796115013	1.08729862450254	0	0	31.5222218989222	0	6.5186539882607	0	0
V1.UC53.4__NODE_4720_length_6304_cov_2.09249__6304__other__ANTISMASH__0_6304	0	0	0	0	0	0	0	0	0	0	0.781504665956651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.530066221923928	0	0	0.480230476744828	0	0	0	0	0	0	0	0	1.18669132727987	0	0	0.528911169854185	0	0.659311801243897	0	0	0	0	0.830693182916638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.686379611577948	0	0	0	0	0	0	0	0	1.6307487838967	0	0	0	0.773507990915849	0	0	0	0	0	0	0	0	0.368147134985813	0	0	0	0.459025763088357	0	0	0	0	0	0	0	0	0	0	2.76507375099738	0	0	0	0	0	0	0	0	0	0	0	0.784110289226885	0	0.807292521327722	0	0	0.333564887486131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.420585823520995	0	1.50517325713924	2.20896742069728	0	1.55682570814437	0	0	0	0	0.283362779054402	0	0	0	0.408640818511666	0	0	0	0	0	0	0	0	0	0.803021941080826	0	0	0	0	0	0	0	0	0	0.371884912992359	0.656523610296974	0	4.38864276722806	0	0.556831078107655	0	0	2.87301805880351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.779335574250943	0	0	0.433227824794706	0	0	0	0	1.08857981487166	0	0.510620748163154	0.721938979057556	0	0	0	0	0	0	0
V1.UC53.4__NODE_4573_length_6469_cov_1.87138__6469__nrps__ANTISMASH__0_6469	0	0	0	0	0	0	0	0	0	0	0.612660794492569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.384877571750402	0	0	0.615427848386174	0	0	0	0	0	0	0	0	0.732783061545661	0	0	0.378290366023509	0	0.629383075206379	0	0	0	0	0.809505306091588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12182105880565	0	0	0.846949114880097	0.363811599415849	0	0	0	0	0	0	0	1.66000850181543	0	0	0	0.655885357553698	0	0	0	0	0	0	0	0	0.596375402741291	0	0	0	0.343395430887455	0	0	0	0	0	0	0	0	0	0	3.14162437401331	0	0	0	0	0	0	0	0	0	0	0	0.717518460034618	0	0.355632188491898	0	0	0.476453256365437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.431205035842595	0	1.2048565736542	1.92174401549219	0	2.05219963202117	0	0	0.649501196675671	0	0	0	0	0	0.72674770270722	0	0	0	0	0	0	0	0	0	0.294017864280494	0	0	0	0	0	0	0	0	0	0.388916557488693	0.728959344370288	0	2.2629650641685	0	0.509309111815054	0	0	3.32388999527872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.667956717739451	0	0	0	0	0	0	0	1.52594044686709	0	0.561242814663117	0	0	0	0	0	0	0	0
V1.UC53.4__NODE_4088_length_7143_cov_2.74097__7143__lantipeptide__ANTISMASH__0_7143	0	0	0	0	0	0	0	0	0	0	0.416138458585933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.447288273510427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.24669975360594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.34180745439608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.874290353819886	1.4944172652666	0	1.4708832836655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.568875164045804	0	1.3993945922945	0	0	0	0	2.7786960074252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.563496049355423	0	0	0	0	0	0	0	0.835085461057575	0	0	0	0	0	0	0	0	0	0
V1.UC53.4__NODE_1077_length_19809_cov_14.4938__19809__microcin__ANTISMASH__0_19809	7.95182092365974	0	0	5.04059715779042	0	0	0	0	0	5.63182040094309	0	0	0	9.48260480356129	0	1.52866852991529	1.2466359247597	0	0	0	0	0	2.27654254167092	8.12297063669334	0	10.9350377358306	0	1.86855498619036	0	0	0	0	0	0	4.09739230972398	24.049476520122	4.42756810357424	4.15574718850878	8.96084058762615	0	0	0	0	4.67850693904677	0	0	2.06964171539227	7.26236177999276	5.04675881252603	0	3.6828392462636	0	0	0	0	0	0	58.4960424668507	14.936331542906	12.2445832280381	0	0	12.4296715221746	0	0	9.44220464648682	0	0	0	8.38772642020109	14.4789799811323	20.5105753122864	0	4.70734296727068	0	0	0	0	22.6487830872691	0	0	0	20.1721821290239	0	0	7.63638822794081	24.7096801227013	30.2673874547688	25.1720178499366	18.3884154170849	0	0	11.2609429059028	0	13.6037196223794	18.8258672910049	21.0192866408039	0	0	0	0	9.76583175443512	0	0	0	0	0	20.1205811688033	4.55670094091004	0	0	0	0	0	5.98651562852457	0	3.3455226989583	32.7586542912241	0	16.1162846466463	0	5.61863272673854	0	8.21166025056865	0	0	12.7178855220393	5.78253981911067	5.47936088656879	2.82736860200324	9.21924398444417	0	0	0	0	20.4196010127863	0	0	0	0	31.0427138549735	5.07815808040911	31.2749281694939	16.4205503829962	16.0828000704835	0	26.1954483587131	4.22454244565462	0	0	0	0	0	0	0	9.59850310185648	29.4570383592348	33.7737118783729	40.0048890046759	29.5755304316039	2.60921787763882	4.20047031918272	22.2520176972817	6.6080348245587	4.79439533444011	5.99192935078368	0	11.474882815839	6.0882421948262	11.3411960297004	0	6.01066676300219	0	0	0	0	0	16.0577163259243	13.1491925944255	14.1837362536436	0	4.86238531258667	12.6954400093448	5.38175632838714	0	0	0	9.290649442128	16.7661466660372	0	0	0	7.47148710640676	0	7.98861655359711	5.11800321520159	7.33655487942423	3.03441733529406	0	0	3.74360706619554	26.2377360562765	4.54819757083613	2.58328307794049	38.4717522094286	61.6033693951739	0	14.2968952228321	21.7797447691283	20.5812697546078	83.1362776835582	19.1161106023835	2.4542317347776	0	0	0	0	0	0	2.54092133563689	0	13.5605568443963	0	15.8164713732688
