Sample	O2.UC49.0	O2.UC49.2	O2.UC50.0	O2.UC50.2	O2.UC51.0	O2.UC51.2	O2.UC52.0	O2.UC52.2	O2.UC53.0	O2.UC53.2	O2.UC54.0	O2.UC54.2	O2.UC55.0	O2.UC55.2	O2.UC56.0	O2.UC56.2	O2.UC57.0	O2.UC57.2	O2.UC58.0	O2.UC58.2	O2.UC59.0	O2.UC59.2	O2.UC60.0	O2.UC60.2	V1.CD1.0	V1.CD10.0	V1.CD11.0	V1.CD12.0	V1.CD13.0	V1.CD14.0	V1.CD15.0	V1.CD15.3	V1.CD16.0	V1.CD17.0	V1.CD17.4	V1.CD18.0	V1.CD18.3	V1.CD19.0	V1.CD2.0	V1.CD20.4	V1.CD21.0	V1.CD21.4	V1.CD22.0	V1.CD24.0	V1.CD25.0	V1.CD25.4	V1.CD27.0	V1.CD28.0	V1.CD29.0	V1.CD3.0	V1.CD30.0	V1.CD31.0	V1.CD34.0	V1.CD35.0	V1.CD35.1	V1.CD36.0	V1.CD38.0	V1.CD4.0	V1.CD41.0	V1.CD42.0	V1.CD6.0	V1.CD6.4	V1.CD7.0	V1.CD7.4	V1.CD8.0	V1.CD9.0	V1.UC16.0	V1.UC18.0	V1.UC19.0	V1.UC24.0	V1.UC27.0	V1.UC28.0	V1.UC29.0	V1.UC30.0	V1.UC32.0	V1.UC33.0	V1.UC34.0	V1.UC36.0	V1.UC37.0	V1.UC41.0	V1.UC42.0	V1.UC43.0	V1.UC44.0	V1.UC46.0	V1.UC48.0	V1.UC57.0	V1.UC6.0	V1.UC61.0	V1.UC62.0	V1.UC7.0	V1.UC8.0	V1.UC9.0
O2.UC44.0__NODE_659_length_29813_cov_4.62662__24979__bacteriocin__ANTISMASH__4834_29813	0	9.99216153619779	6.93761604624348	0	8.47051272494035	8.42717823420887	16.995920350673	8.52459173287141	0	0	0	0	2.7236106561914	0	0	0	0	0.767336557974429	1.44819378050942	0.547131225533867	0	0	2.86113567860086	0.429045023945867	0	0	0	0	1.74866139349335	0.944881954663241	0	0	2.42331957522453	0	0	0	0	0	0	0	0	0	0.385792370993226	8.55182567914339	0	0	0	0.405390844444906	0	0	9.13869592568685	0.498619190489682	0.656614106157296	0	0	0	1.40351352946719	0	0	0	0	0	0	0	8.18910169152112	11.1556831493403	0	0	0	0	0	0	2.51898426419301	0	0	0	0	3.28865326491504	1.14690547853722	0	1.68615639170676	4.32029745121394	0	1.52477572784109	1.22159423732354	0.434005763655086	0	0	3.79248289343348	0	0	0
O2.UC44.0__NODE_2027_length_12975_cov_1.86741__12975__lantipeptide__ANTISMASH__0_12975	0	0	1.91508364983738	1.97463969277355	2.6107836078724	1.41751364889547	0.944032464977201	5.36012117860867	8.06457606362107	3.01781934805604	2.22363026625551	1.09057607418745	3.08636988822314	3.86478868237341	0	0	2.23198166821472	2.34823538569625	0.745764047294947	1.16707547575587	3.27210647536848	3.57053219866722	1.12417375180418	1.17916042267	0	0	9.49200100917768	0	0	2.15242468572671	0	1.95051725882776	3.60881084009157	15.6000660782603	9.61955338528303	5.89825451694111	2.25746956093107	7.069049111964	0	3.89680317732006	0	1.05001384033636	2.24128586529478	0.993862365673854	4.60534172269054	3.83995134534907	19.7403413346399	0.893926664036372	2.91891899114635	0	1.39113115292019	1.2863809799049	3.14100840553901	17.6626671515479	24.6721785427445	3.10771975271921	2.19785013514392	0	3.13983129241156	1.52900650327408	0	1.95405210542263	22.4390179979417	34.8341830909191	0	0	0	0	0	2.18583417147314	5.69184155453339	3.20667192988419	1.56994680635308	8.70312235286036	2.98020252898637	2.32636605949316	3.00998040311213	0.867794539745889	0.86399251917712	1.20979387331862	2.51864199238559	0.81554037500637	3.21210168077781	5.58358178858522	2.55102973572501	0.751724996332849	3.2615721238148	0.262840707617083	1.00687648337106	3.19127692521867	4.71219267285546	0
O2.UC44.0__NODE_15_length_182565_cov_4.22931__43532__arylpolyene__ANTISMASH__46462_89994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.730493057919767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O2.UC44.0__NODE_1497_length_16547_cov_2.17742__16547__nrps__ANTISMASH__0_16547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.280071216247558	0.803427271406892	0.516177279144981	1.53294034436001	0	0	0	0	0	0	0	0	1.82663283727722	0	0	0	0	0	0	0	0	1.72878296569401	0	0	0	0	0.16664084241649	7.50267143660671	0	0	0	0	0.383514092748845	0	0.741598523955597	0	0	0	0	0	0	0	0	0	0	0	0	0	5.55398430796395	0	0	0	0	0	0	0	0	4.18744788263754	2.58678003974222	0	0	2.83180810520549	0	0	0	0	0	0	1.11108516134745	0	0	0	0	0	0	0
O2.UC43.2__NODE_27_length_85697_cov_3.82589__32927__lantipeptide__ANTISMASH__52770_85697	0	0	1.55880704477114	3.10839005288345	0	0	0	0	9.11318523810404	0	2.93341411130958	0	0	0	0	0	5.24659809954856	3.47215099245531	0	0	0	0	1.65973127651262	8.99057318430723	0	0	0	0	0	0	2.42030915459572	1.2194039022435	0	0	0	0	0	11.5412258416183	0	0	0	0	2.78251251855098	0	0	0	0	0	0	0	1.23572806012867	0	1.19433951749337	0	18.8894762987388	0	0	0	21.7579665436516	2.07416155539211	0	0	0	0	0	0	0	0	0	0	0	0	0	1.90928042416891	0	3.1989254820888	0	5.49946872110157	2.02301895052538	0	0	2.17260427602408	2.03534109119012	0.544550525271588	0	1.36251135117801	0	0	0	0	0	0
O2.UC43.0__NODE_4064_length_5742_cov_1.57429__5742__arylpolyene__ANTISMASH__0_5742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O2.UC43.0__NODE_3545_length_6525_cov_1.61468__6525__nrps__ANTISMASH__0_6525	6.05860347256931	0	1.18449232685	1.39481582964931	1.00235751354819	0.378317800868764	0.893169584835267	5.0853297148704	5.2234800101533	2.07796498771859	1.43483787013222	0.377520985902674	1.63800380605029	2.5255449982287	4.37082612651518	5.87924434016516	1.93962062648686	1.5110348576371	0.710107821956773	1.03609285669445	1.50341952431921	2.99583693458498	1.06757809996798	1.15539257140512	0	0	0	1.03984357217206	0	0	1.46609522678853	2.20389277269856	3.04130369047111	11.9115897831055	9.12477733300515	4.98627103686456	2.63157028788087	6.75525656561611	0	3.07262374468289	0	0.831686841114469	1.2350983236853	0.943296363164115	4.36057594042878	2.34738163175628	11.2816869030548	0.76210205895787	1.71690711318617	0	1.16433494801038	1.05523414808465	2.38972276751921	17.7202191656343	24.8478131919154	3.42728701671817	1.51440249574913	0	2.0076963727275	1.52910350697073	0	0.938726973367913	18.0140233733453	25.7153821127643	0	0	4.17599020836698	0	0	1.11983871829231	3.44720034567444	2.10260964013771	1.39700493934326	6.21365117171236	2.68910327687744	3.21356770545121	7.60635973432677	0.541885019054247	0.569918103882026	1.33152926796478	2.04114271730059	0.935936458092656	2.55153354640147	3.97587662964426	1.98360170812925	0.962031098230954	0.748586745520756	0.198381995614001	0.575291584962426	1.66633967099786	3.48036825000063	0
O2.UC43.0__NODE_116_length_51678_cov_5.91577__42434__arylpolyene__ANTISMASH__0_42434	16.7016387942716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O2.UC41.0__NODE_911_length_24972_cov_7.42617__24972__nrps__ANTISMASH__0_24972	0	0	0	0	0	3.16917029317037	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4025079863515	0	2.58206059891099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6118155117255	0	0	0	0	0.795137194728928	0	0	0	0	0	0	0	1.09986392148922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126.819923218934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.61104447999132	0
O2.UC41.0__NODE_844_length_26561_cov_11.647__5399__bacteriocin__ANTISMASH__21162_26561	0	0	20.2155955394156	12.9084660232921	0	0	21.9811703098852	49.2534344541935	0	0	0	0	0	0	0	0	0	0	2.426413407615	0	0	0	0	0	0	0	0	0	18.1462569345029	21.3789836314249	0	0	0	0	0	0	0	0	0	0	0	0	11.3912807891381	0	0	0	0	0	6.33464545136867	0	0	0	0	0	0	0	4.33071334503834	0	0	0	6.55530638823149	0	0	0	15.7590774783224	0	0	0	6.4625785598784	14.9857744906388	0	0	0	0	8.8854604922458	2.06006673054723	0	16.8302687057721	0	0	0	0	0	0	13.7245935434355	0	29.3232429916448	0	0	0	0	0
O2.UC41.0__NODE_722_length_29497_cov_2.19999__29497__other__ANTISMASH__0_29497	0	0	0	0.534121173246537	0.767621141326374	0.507133120102546	0	0	1.81418665715523	0	1.62113731405862	0	3.16816175009283	2.17467877818417	1.50030899857498	1.96473587350985	1.40075932871416	1.72617667526617	0.813799329176304	0	1.84336977256644	1.3684998255819	1.2623352878599	0.567544962593992	0	0	0	0	1.6398259045712	0	0	0	0.388393232545907	0	0	0	0	0.723634762781195	0	0	0	0	0.658221161507268	0	0	0	0.402737254614413	0	0.826714317632529	0	0.46268841242047	0.41796916487528	0.567464144914846	0	0	3.33431123926088	0.520900421880023	0	0.678517246351401	0.580420991877117	0	0	0	0	0	0	0	5.1610790429934	0	1.57044074580277	0.59316664942578	0	0	0	0	1.50986415608697	0	0	0.94920430262032	0	0	0.660972083301056	3.7329103281613	1.39816393564187	0	1.36287689694633	1.44164256015945	0.246424809982864	0.434233609258313	2.8726576183369	0	0
O2.UC41.0__NODE_6980_length_5114_cov_1.09409__5114__other__ANTISMASH__0_5114	0	0	0	0	0	0	0	0	0	0.391783688389858	0	0	0	0	0	0	0	0	1.20440551503369	1.46092667497596	2.00907189585827	0	0.775136340644339	0	0	0	0	0	0	1.01130195604311	0	0	0	0	0	0	0	0	0	0	0	0	0.511394542152009	0.544550460922888	0	0	0	0	1.60490873730509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02828292243632	0	0	0	0	0.162848612219828	0	0	0	1.07662600142785	0	0	0.406241009948111	0	0.817990081294769	0	0.225518392779529	0	0	0.413050605285605	0	0	0
O2.UC41.0__NODE_368_length_45101_cov_2.3155__45101__nrps-t1pks__ANTISMASH__0_45101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O2.UC40.2__NODE_5802_length_6063_cov_1.24484__6063__nrps__ANTISMASH__0_6063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.466510566638467	0.333611256906869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.967124650469054	1.09699535298092	0	0	0	0	2.16005862945227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O2.UC40.2__NODE_238_length_57921_cov_2.74441__23548__nrps__ANTISMASH__34373_57921	0	0	0	0	6.02816324647816	3.57675095982846	0.325911866817271	0.812043690776628	0	0	0	0	0	0	0	0	3.76377593496333	5.93735042583124	0	0	0	0	4.07118931211084	2.65380800616586	0	0	0	0	0.899297414566319	0	0	0	0	0	0	0	0	0.442987262354959	0	0	0	0	1.82526845864822	0	0	0	0	0	0.779731424788622	0	0	0	7.21583927655873	0	0	0	0	0	0	0	0	0	0	0	5.01691242459273	0	0	0	2.46952760636314	7.42629358622155	0.366706026969464	3.44419380959021	0	0	1.09391909583697	0.870388580179913	0	6.83341331524435	0	0	0	5.2144708068991	0	0	0	1.5168753788871	0	1.6570398370148	2.87794346243419	0	0	0
O2.UC40.2__NODE_235_length_58456_cov_3.39866__28381__nrps__ANTISMASH__30075_58456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25361927116072	0.548963799942776	0	0	0	0	0	0	0	0	0	1.36670612466204	0	0	0	0	0	0	0	0	0	0	0	0	2.9041858457799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.1071573560983	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05395134706808	0	0	0	0	0	0	0	0	0	0	0	0	0
O2.UC40.2__NODE_155_length_71854_cov_8.45455__47506__arylpolyene__ANTISMASH__9766_57272	0	0	0.372572954658446	0	5.04383888949898	2.76187237037247	0.626227371651709	1.43761692811818	0	0	0	0	0	0	2.18899535244531	1.09116438764543	0	0	0	0	0.807554678534885	0.411481412835579	0	0	0	0	0	18.3923874558849	0	1.14111582619128	0	0	0	0	0	0	0	0	0	0.160881370729626	0	0	0	1.52114901836984	0	0	0	0	1.36539931720496	0	0.961324759759904	0	0.277733908330108	0	0	0	0	0	0	0	0	0	0.245448792341077	0	0	0	0	0	0	0	0.852496117133504	0	4.81769210833207	0	3.25554987789269	0	0	0	0	0.252867390731859	0	0.203280161724389	0	2.94491420616815	0.630565119613547	0	1.52587136390865	1.72631671088141	1.42910163459644	0	0	0
O2.UC40.2__NODE_1120_length_21276_cov_8.2432__21276__lantipeptide__ANTISMASH__0_21276	3.23567995027023	7.1965349523417	4.26706670199334	7.85707552094649	10.9605488326571	9.27904907692689	0	2.6164071364015	0	2.80645758449125	1.15006790272899	1.73582183017888	2.15108367844091	1.33200251405504	7.77586453038066	8.42882830083468	9.43799208152677	10.1506775810854	5.53542001125348	7.33914464329693	17.1588429651282	9.8885998431248	6.25061159150269	3.7744151276623	0	0	0	0	7.64645536993981	0	0	0	0	1.76004622969719	0	0	0	2.37936084969975	0	1.25797607480491	0	0	4.20069878126075	3.24642345029766	0	0.751169153199175	7.0184503890766	0	5.14695942590207	0	3.27285608176424	3.30569874826594	8.91755214446283	0	1.18389249982265	5.30548563929367	6.27520541559308	0	2.39489368920965	0.848895067753117	0	0	0	0	13.8154475477377	0	0	3.95368410284741	0	5.80323788841437	5.38702211840727	3.08994819434927	0	3.46178940380896	4.42991489373196	2.20137911761896	1.1332306447406	3.25436568958529	3.07739555717555	2.22220946218112	5.1977758750869	19.6407975923475	3.94452425508419	6.48039878871366	3.39049094282067	2.76608881149071	17.2666760688969	1.88664056803571	1.91419762699288	1.52735348503141	9.85832539901585	22.4224292789271
O2.UC40.0__NODE_83_length_78824_cov_4.70559__41221__arylpolyene__ANTISMASH__24070_65291	0	0	0.287140383932866	0	3.20135091752727	1.75754329961068	0.548268513209911	1.28188092773572	0	0	0	0	0	0	1.0224154181841	0.550754594655669	0	0	0	0	0.686200055825853	0.334820393979872	0	0	0	0	0	13.8415993714326	0	1.00600223964095	0	0	0	0	0	0	0	0	0	0.0959352847726543	0	0	0	1.13730733748396	0	0	0	0	1.09202464521302	0	0.844427474237724	0	0.243901787087337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.664589825120447	0	2.38668190253307	0	2.6062494013511	0	0	0	0	0.197884465897982	0	0.167536697467651	0	2.2547072222559	0.518800529228414	0	1.34826676389432	1.47320005435515	1.1231311782793	0	0	0
O2.UC40.0__NODE_6029_length_5349_cov_1.34549__5349__other__ANTISMASH__0_5349	0	0	0	0	0	0.160872403039794	0	0.558469669575884	0	0.736226311062118	0	0	0	0	0.266885064624477	0	0	0.538998617193298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.417182463102372	0	0	0	0	0	0.4967025401664	0	0.324099603659346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.437664160578764	0	0	0
O2.UC40.0__NODE_572_length_31279_cov_4.51163__26382__resorcinol__ANTISMASH__4897_31279	10.1608206120729	8.75096024359488	4.94106293951644	5.08695571908535	0	1.00652009756877	5.6594216669129	6.69621028515097	3.68701085603962	5.05558208571267	4.7286057875523	5.68231699353655	2.17104780105115	5.71079526820068	0	0	2.17003636794222	2.12966895587935	0	0	11.0799396252506	11.9061461270712	0.715538313556702	1.80001171309197	30.8402535747959	0	0	0	2.74208662169186	6.55291899889829	14.4739022386223	6.90695365325465	4.73616795774038	11.6087551970462	12.9008084137235	31.8233220312688	33.8879483966608	1.44814160602663	0	18.5837026335495	28.2707638852366	33.8106499262297	2.37968061400421	8.11115711338942	7.83405963356255	9.265861377419	2.01350704874424	6.118302919636	3.39646837317632	3.43728223130795	2.89260778742582	2.53814887494462	1.31133251836892	0	0	13.6851450013917	0.841427022596347	0	16.1631870437164	0	12.0157808462992	9.08761970551149	19.6242786974691	1.25064409657725	0	6.00722716330803	0	0	0	6.55762679427906	4.32440174475009	6.54747135901097	21.5083160724614	0	5.83014881135075	4.06538561327828	8.42723581277638	1.75726519974591	3.7852991214878	12.5896642122707	5.13979129086287	1.16866481010746	9.9786279814755	10.809117281774	4.25690511910648	1.01232497230437	3.76049159428218	9.9513057065048	9.74273584428726	12.027746974379	1.74898231278788	0
O2.UC40.0__NODE_5343_length_5908_cov_2.36785__5908__other__ANTISMASH__0_5908	0	0	0	0	0	0	0	0	0.431646699345179	0	5.62847169007065	0	0	0	0	0	0	0	0	0	1.62715957651394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23739840703526	0	0	0	0	0.950288772945419	0	0	0	0	0	0.340859812878854	0	0.842903893246006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.83900819139856	0.534716161458125	0	0	0.552584432092588	0	0	0	1.4055124639229	0	0	0	0	0	0
O2.UC40.0__NODE_2356_length_11454_cov_1.20563__11454__nrps__ANTISMASH__0_11454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.259480380869846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.170005267446656	0	0	0	0	0	0	0	4.13849334879761	0	3.94757167407753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.02899943403475	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O2.UC40.0__NODE_190_length_56801_cov_3.30735__41236__arylpolyene__ANTISMASH__4859_46095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.68054045973745	2.22167186557306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O2.UC40.0__NODE_1784_length_14157_cov_1.48986__8202__bacteriocin__ANTISMASH__5955_14157	0	0	0	0	0	0.409059508483894	0	0	0	0	0	0	0	0	0	0	0	0	0.526348858432101	0.311038075845804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.179012021877613	0	0	0	0	0	0	0
O2.UC40.0__NODE_108_length_71340_cov_3.29287__43402__other__ANTISMASH__13356_56758	0	8.58118614329527	0.412498344321496	0	1.89103485382832	3.50947743486199	0.717450204071758	2.60802918012947	0	0	0.642408205453202	0	1.27744964411445	0	0	0	2.31178790056348	2.0822275496631	0.276109652993297	0	0	0	2.46289514328635	0.515991801252218	0	0	0	0	0	2.45253698657685	0	0	0	0	0	0	0	0	0	0	0	0	0.838029935887395	0	0	0	0	0	0.551326659447288	0	0.578782801371161	1.22262719882422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.720246871547664	0	0.418271695759789	1.95596914044004	0	0	0	0.926580137539829	1.27356522566587	0	1.49065264668681	2.93618343456352	0	0	0	0.601298452378239	0	0	0	0	0	0
O2.UC4.2__NODE_7415_length_5584_cov_2.80195__5584__bacteriocin__ANTISMASH__0_5584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.191996891903934	0	0	0	0	22.5965224369627	0	0	0	0	0	0	0	0	0	0	0	0	0	0.176606673395915	0	0	0	0	0	0	0	0	0	0	0.404815522881413	0	0	0	0	0	0	0	0.98357364040282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.241217991293027	0.911565668565949	0	0	0	0	0	0	0	0	0
O2.UC4.2__NODE_6683_length_6170_cov_1.37449__6170__other__ANTISMASH__0_6170	0	0	0	0	0	0	0	0	0	0	0	0.453274989806677	0	0	0	0	0	0	0.401117807105008	0.286478382628464	0	0	0	0	0	0	0	0	1.12870908204037	1.13540287649546	0	0	0	0	0	0	0	1.60779866722543	0	0	0	0	1.71620869563562	0	0	0	0	0	0.748767196158285	0	0	0	1.58360739394701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.09168328487612	0	0	2.01123404386449	0.737718866363457	2.13457308106843	0	2.27834337359005	1.36633585482267	0	0	0	1.24790768682812	5.33644121545937	1.68904862597146	0	3.25976733736872	0	0	0	0	4.34745328318326
O2.UC4.2__NODE_4234_length_9225_cov_3.0723__9225__bacteriocin__ANTISMASH__0_9225	0.201642330650654	0	0	0	2.04218385249678	1.16929571757694	0	0	0	0	0.88347586863209	0	6.22555409978548	3.01797333653615	6.65424748607937	2.03282900308816	2.47148575164798	2.47903116887586	1.90015922031689	2.67656753690149	2.59553435137254	2.00257767752746	0.275346244891351	0.31847890642928	0	0	0	0	1.87959620466804	0	0	0.260331251110832	0	0	0	0	0	0	0	0	0	0.339180570667645	1.21411222492607	0.342257385721035	0.880686732338401	0.575962891423968	1.09983384902025	2.27100137150841	0.805318121655486	0	0.396116571225225	0.61742853614147	1.79255655367405	0	0	0	0	4.41125307664244	0	0.236002339437357	10.4134709192594	0	0	0	0	0	0	2.98582810420286	0	1.00771496785123	0	3.19902271082375	0	0.319741129453737	0.334648495695398	0.432059999906462	0.572608714041828	0	2.69459384825017	0	1.22475245449943	0	0.782852200192147	3.08464924913708	0	4.39888581098152	1.9533219629483	0.654372131405002	0	0	0	0
O2.UC4.2__NODE_288_length_56103_cov_2.23144__14134__bacteriocin__ANTISMASH__41969_56103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.824061877772091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O2.UC4.2__NODE_2825_length_12709_cov_4.34527__12709__nrps__ANTISMASH__0_12709	0	0	0	0	5.37560496981066	3.31292578616216	0.509222966118395	1.04857768558009	0	0	0	0	0	0	0	0	3.3169981082683	4.65333368012188	1.75262190798183	0	0	0	3.67931097216253	2.26519710273171	0	0	0	0	0	0	0	0	0	0	0	0	0	0.405798446174793	0	0	0	0	1.65966910894668	0	0	0	0	0	1.30492040577246	0	1.33867028673043	0	5.98190343938765	0	0	0	0	0	0	0	0	0	0	0	3.97717980086032	0	0	0	0	5.45033346252855	0.467310749382849	4.51926642099383	0	0	1.39983458339791	0.811932330776393	0	6.0828546970298	0	0	0	4.16304837741272	0	0	0	2.16236656723029	0	1.23789875362859	2.19564289398357	0	0	0
O2.UC4.2__NODE_2505_length_13848_cov_1.68404__13848__lantipeptide__ANTISMASH__0_13848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0083662007981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O2.UC4.2__NODE_2182_length_15336_cov_2.11282__15336__lantipeptide__ANTISMASH__0_15336	0	0	0	0	0	0	0	0	0.88686096321729	0	0.874372358866384	0	0	0	0	0	0.828890192385246	0.706724955422597	0	0	0	0	0	0	0	0	0	0	1.49514430388128	0	0	0	1.12942245441239	0	0	0	0	0	0	0	0	0	0	1.51053321133178	0	0	0	0	0.790078509473837	0	0	0	0	0	0	0	0.548135995576726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.781538358039395	0	0	0.285136358144669	0	0	0	0	0	0	0
O2.UC4.2__NODE_2059_length_15857_cov_3.27876__12846__lantipeptide__ANTISMASH__3011_15857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.328823921933045	0.451091338488778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.43834880015411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O2.UC4.2__NODE_1629_length_18859_cov_4.07977__18859__arylpolyene__ANTISMASH__0_18859	0	0	1.01499254371876	1.88980797899279	0	0	0	0	0	7.7472835148403	0	7.01899761975509	1.92633954813862	0.773116972125931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.95222079405394	0	0	0	0	0	0	0	0	0	0	0	0	0.529017899523005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.08408194610283	0	0	0	0	0	0	0	0	0	0	0	0.284869607604096	1.14960884196418	0	0	3.65284894075655	0	0	0	0	3.60644684661827	0	0	0	0	0
O2.UC38.2__NODE_7_length_175184_cov_538.21__41173__arylpolyene__ANTISMASH__51347_92520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O2.UC38.2__NODE_656_length_25115_cov_6.9492__25115__nrps__ANTISMASH__0_25115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.411445867675028	0	0	19.4573901382868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
